X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-78.864538941021252,43.914992954871906,127909073,M630,Long-Term Care Home,MHFA,Hillsdale Terraces,,,,600 Oshawa Boulevard North,,,Oshawa,L1G5T9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756742
-80.982127265449321,43.371461659854468,127909074,1975,Long-Term Care Home,NH for-profit,Hillside Manor,,,,Highway 8,"R.R. 5, 5066 Perth East Line 34",,Stratford,N5A6S6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756743
-75.834536740506493,44.909176861046916,127909075,2645,Long-Term Care Home,NH for-profit,Hilltop Manor Nursing Home (Merrickville),,,,1005 St Lawrence Street,Postal Office Box 430,,Merrickville,K0G1N0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756744
-89.270244066933998,48.387114355732507,127909076,2923,Long-Term Care Home,NH non-profit,Hogarth Riverview Manor,,,,300 Lillie Street,,,Thunder Bay,P7C4Y7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756745
-78.288412259275049,43.954552087960195,127909077,2639,Long-Term Care Home,NH for-profit,Hope Street Terrace,,,,20 Hope Street South,,,Port Hope,L1A2M8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756746
-84.774749162130902,49.212100569837993,127909078,2771,Long-Term Care Home,NH non-profit,Hornepayne Community Hospital,,,,278 Front Street,Postal Office Box 190,,Hornepayne,P0M1Z0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756747
-79.596500458504352,43.727167388106224,127909079,2716,Long-Term Care Home,NH for-profit,Humber Valley Terrace,,,,95 Humber College Boulevard,,,Toronto,M9V5B5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756748
-83.023788498861848,42.253198662279729,127909080,M631,Long-Term Care Home,MHFA,Huron Lodge Long Term Care Home,,,,1881 Cabana Road West,,,Windsor,N9G1C7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756749
-81.256352985802636,43.738453010237855,127909081,M601,Long-Term Care Home,MHFA,Huronlea Home for the Aged,,,,820 Turnberry Street,,,Brussels,N0G1H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756750
-81.531308459172251,43.598187072367004,127909082,M541,Long-Term Care Home,MHFA,Huronview Home for the Aged,,,,R. R. 5,"Lot 50, Concession 1, Municipality of Huron East",,Clinton,N0M1L0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756751
-78.730588888941966,44.925005435303291,127909083,3050,Long-Term Care Home,MHFA,Hyland Crest,,,,6 McPherson Street,Postal Office Box 30,,Minden,K0M2K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756752
-79.91485381638779,43.236180586811784,127909084,2931,Long-Term Care Home,NH non-profit,Idlewyld Manor,,,,449 Sanatorium Road,,,Hamilton,L9C2A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756753
-82.823636829900366,42.170292657482769,127909085,2129,Long-Term Care Home,NH for-profit,Iler Lodge,,,,111 Iler Avenue,,,Essex,N8M1T6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756754
-79.277139154714746,43.705756399208802,127909086,3034,Long-Term Care Home,CHFA,Ina Grafton Gage Home,,,,40 Bell Estate Road,,,Toronto,M1L0E2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756755
-79.68748244585835,44.368616594994847,127909087,2993,Long-Term Care Home,CHFA,IOOF Seniors Home,,,,10 Brooks Street,,,Barrie,L4N5L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756756
-80.116396565902193,43.07298394846363,127909088,2724,Long-Term Care Home,NH non-profit,Iroquois Lodge Nursing Home,,,,1755 Chiefswood Road,Postal Office Box 309,,Ohsweken,N0A1M0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756757
-79.39253939104627,43.699992392850405,127909089,3031,Long-Term Care Home,CHFA,Isabel and Arthur Meighen Manor,,,,155 Millwood Road,,,Toronto,M4S1J6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756758
-79.506734221968955,43.637709176614358,127909090,C530,Long-Term Care Home,CHFA,Ivan Franko Home (Etobicoke),,,,767 Royal York Road,,,Toronto,M8Y2T3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756759
-80.276061920936115,43.125954650367589,127909091,M544,Long-Term Care Home,MHFA,John Noble Home,,,,97 Mount Pleasant Street,,,Brantford,N3T1T5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756760
-75.641829685266359,45.009803486506563,127909092,7073,Long-Term Care Home,CHFA,Kemptville District Hospital,,,,2675 Concession Road,"Postal Office Bag 2007, P.O",,Kemptville,K0G1J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756761
-79.280565360814762,43.76261590902083,127909093,2654,Long-Term Care Home,NH for-profit,Kennedy Lodge,,,,1400 Kennedy Road,,,Toronto,M1P4V6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756762
-81.214500006765135,43.021399987114521,127909094,2729,Long-Term Care Home,NH for-profit,Kensington Village,,,,1340 Huron Street,,,London,N5V3R3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756763
-77.148471394899758,44.002438446614569,127909095,893,Long-Term Care Home,NH for-profit,Kentwood Park,,,,2 Ontario Street,,,Prince Edward,K0K2T0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756764
-79.555470698575192,43.191201495490681,127909096,1866,Long-Term Care Home,NH for-profit,Kilean Lodge,,,,83 Main Street East,,,Grimsby,L3M1N6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756765
-79.550727765823169,43.972058532965306,127909799,2113,Long-Term Care Home,NH for-profit,King City Lodge Nursing Home,,,,146 Fog Road,,,King City,L7B1A3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756766
-79.730660214449557,43.874199507467324,127909800,901,Long-Term Care Home,NH for-profit,King Nursing Home,,,,49 Street,Suite rne,,Caledon,L7E1B9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756767
-81.135444003486725,43.259605232827198,127909801,2726,Long-Term Care Home,NH for-profit,Kingsway Lodge Nursing Home,,,,310 Queen Street East,R.R. 6,,Saint Marys,N4X1C8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756768
-79.573392051010288,43.725736488936384,127909802,M545,Long-Term Care Home,MHFA,Kipling Acres,,,,2233 Kipling Avenue,,,Toronto,M9W4L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756769
-80.920598264329129,43.571019797665322,127909803,2996,Long-Term Care Home,CHFA,Knollcrest Lodge,,,,50 William Street,,,Milverton,N0K1M0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756770
-79.595791971178372,43.871555813354931,127909804,2997,Long-Term Care Home,CHFA,Kristus Darzs Latvian Home,,,,11290 Pine Valley Drive,,,Vaughan,L4L1A6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756771
-79.530793230200032,43.644101076616316,127909805,2860,Long-Term Care Home,NH non-profit,Labdara Lithuanian Nursing Home,,,,5 Resurrection Road,,,Toronto,M9A5G1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756772
-84.772073989616374,48.000867896371069,127909806,2875,Long-Term Care Home,NH non-profit,Lady Dunn Health Centre (Wawa),,,,17 Government Road,Postal Office Box 179,,Wawa,P0S1K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756773
-80.017015445338558,45.341039543346916,127909807,2966,Long-Term Care Home,NH non-profit,Lakeland Long Term Care (Eldcap),,,,6 Albert Street,,,Parry Sound,P2A3A4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756774
-80.017015445338558,45.341039543346916,127909808,2958,Long-Term Care Home,NH non-profit,Lakeland Long Term Care Services,,,,6 Albert Street,,,Parry Sound,P2A3A4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756775
-79.518451922133565,43.597208068955474,127909809,M595,Long-Term Care Home,MHFA,Lakeshore Lodge,,,,3197 Lake Shore Boulevard West,,,Toronto,M8V3X5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756776
-79.433244498437844,43.636509979818698,127909810,2929,Long-Term Care Home,NH non-profit,Lakeside Long Term Care Centre,,,,150 Dunn Avenue,,,Toronto,M6K2R6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756777
-79.163562482997946,44.427468929909544,127909811,M546,Long-Term Care Home,MHFA,Lakeview Manor,,,,133 Main Street,Postal Office Box 514,,Beaverton,L0K1A0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756778
-82.164819390915582,42.884477516476572,127909812,M547,Long-Term Care Home,MHFA,Lambton Meadowview Villa,,,,3958 Petrolia Line,R.R. 4,,Petrolia,N0N1R0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756779
-80.535444329369341,43.424354690633656,127909813,2917,Long-Term Care Home,NH for-profit,Lanark Heights Long Term Care Centre,,,,46 Lanark Crescent,,,Kitchener,N2N2Z8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756780
-76.272073284106455,44.903971241659328,127909814,M548,Long-Term Care Home,MHFA,Lanark Lodge,,,,115 Christie Lake Road,"R. R. 4, Lot 27, Concession 2",,Perth,K7H3C6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756781
-79.424780114176201,43.844815616694646,127909815,2907,Long-Term Care Home,NH for-profit,Langstaff Square Care Community,,,,170 Red Maple Road,,,Richmond Hill,L4B4T8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756782
-80.257484153945057,43.563460628263542,127909816,2358,Long-Term Care Home,NH for-profit,LaPointe-Fisher Nursing Home,,,,271 Metcalfe Street,,,Guelph,N1E4Y8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756783
-79.394922473996957,44.606591449687336,127909817,2835,Long-Term Care Home,NH for-profit,Leacock Care Centre,,,,25 Museum Drive,,,Orillia,L3V7T9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756784
-82.590590646996915,42.043733546343653,127909818,3035,Long-Term Care Home,CHFA,Leamington Mennonite Home Long Term Care Residence,,,,35 Pickwick Drive,,,Leamington,N8H4T5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756785
-80.927495660426558,44.560734867149137,127909819,M549,Long-Term Care Home,MHFA,Lee Manor Home,,,,875 Sixth Street East,,,Owen Sound,N4K5W5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756786
-76.966986955704414,44.240150396271325,127909820,7089,Long-Term Care Home,NH non-profit,Lennox and Addington County General Hospital,,,,8 Richmond Park Drive,,,Napanee,K7R2Z4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756787
-79.266327006098123,43.183508707368908,127909821,M551,Long-Term Care Home,MHFA,Linhaven,,,,403 Ontario Street,,,St. Catharines,L2N1L5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756788
-75.729813236957369,45.280257029378589,127909822,2845,Long-Term Care Home,NH for-profit,Longfields Manor,,,,330 Beatrice Drive,,,Ottawa,K2J5A5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756789
-79.848669694509326,43.225667888033982,127909823,M552,Long-Term Care Home,MHFA,Macassa  Lodge,,,,701 Upper Sherman Avenue,,,Hamilton,L8V3M7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756790
-79.450808424777549,43.870445519952909,127909824,2825,Long-Term Care Home,NH non-profit,Mackenzie Health Long Term Care Facility,,,,10 Trench Street,,,Richmond Hill,L4C4Z3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756791
-79.478913450566083,44.057478251175517,127909825,2611,Long-Term Care Home,NH for-profit,MacKenzie Place,,,,52 George Street,,,Newmarket,L3Y4V3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756792
-75.56009749592296,45.46040756731356,127909826,2974,Long-Term Care Home,NH for-profit,Madonna Care Community,,,,1541 Saint Joseph Boulevard,,,Ottawa,K1C7L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756793
-79.29859485944344,43.681600893976075,127909827,2589,Long-Term Care Home,NH for-profit,Main Street Terrace,,,,77 Main Street,,,Toronto,M4E2V6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756794
-81.711896028696572,43.733132986654986,127909828,965,Long-Term Care Home,NH for-profit,Maitland Manor,,,,290 South Street,,,Goderich,N7A4G6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756795
-79.624367966612795,43.718470985280234,127909829,M618,Long-Term Care Home,MHFA,Malton Village Long Term Care Centre,,,,7075 Rexwood Road,,,Mississauga,L4T4M1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756796
-81.936485330912646,45.983887449565337,127909830,M553,Long-Term Care Home,MHFA,Manitoulin Centennial Manor Home for the Aged,,,,70 Robinson Street,Postal Office Bag 460,,Little Current,P0P1K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756797
-82.46561599260815,45.913880809769623,127909831,2667,Long-Term Care Home,NH for-profit,Manitoulin Lodge,,,,3 Main Street,Postal Office Box 648,,Gore Bay,P0P1H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756798
-75.628208117462862,45.447845762310834,127909832,2867,Long-Term Care Home,NH for-profit,Manoir Marochel,,,,949 Montreal Road,,,Ottawa,K1K0S6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756799
-79.75482651168214,43.757703586015133,127909833,2911,Long-Term Care Home,NH for-profit,Maple Grove Care Community,,,,215 Sunny Meadow Boulevard,,,Brampton,L6R3B5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756800
-80.729916040482195,42.860053981743079,127909834,1049,Long-Term Care Home,NH for-profit,Maple Manor Nursing Home,,,,73 Bidwell Street,,,Tillsonburg,N4G3T8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756801
-78.922716473984991,42.91044567400548,127909835,2891,Long-Term Care Home,NH for-profit,Maple Park Lodge,,,,6 Hagey Avenue,,,Fort Erie,L2A5M5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756802
-80.94905286794797,44.567427267202618,127909836,2690,Long-Term Care Home,NH for-profit,Maple View,,,,1029 Avenue West,Unit 4th,,Owen Sound,N4K4W1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756803
-75.931440749750308,44.634537409246676,127909837,M554,Long-Term Care Home,MHFA,Maple View Lodge,,,,746 County Road,"Postal Office Box 100, 42 East",,Athens,K0E1B0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756804
-79.802552288128126,43.320108806893849,127909838,2408,Long-Term Care Home,NH for-profit,Maple Villa Long Term Care Centre,,,,441 Maple Avenue,,,Burlington,L7S1L8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756805
-77.744417691008067,44.039661227144393,127909839,2717,Long-Term Care Home,NH for-profit,Maplewood,,,,12 Maplewood Avenue,Postal Office Box 249,,Brighton,K0K1H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756806
-77.103912238619714,45.814866460117287,127909840,2702,Long-Term Care Home,NH non-profit,Marianhill Nursing Home,,,,600 Cecelia Street,,,Pembroke,K8A7Z3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756807
-79.436153819984469,43.869205420421117,127909841,2619,Long-Term Care Home,NH non-profit,Mariann Home,,,,9915 Yonge Street,,,Richmond Hill,L4C1V1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756808
-79.254225663106808,43.883710831424963,127909842,2924,Long-Term Care Home,NH non-profit,Markhaven,,,,54 Parkway Avenue,,,Markham,L3P2G4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756809
-82.384464966489944,42.963988019477519,127909843,M613,Long-Term Care Home,MHFA,Marshall Gowland Manor,,,,749 Devine Street,,,Sarnia,N7T1X3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756810
-84.336932061593046,46.539660302662256,127909844,2780,Long-Term Care Home,NH non-profit,Mauno Kaihla Koti,,,,723 North Street,,,Sault Ste. Marie,P6B6G8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756811
-74.863452249851818,45.284149465826282,127909845,3000,Long-Term Care Home,CHFA,Maxville Manor,,,,80 Mechanic Street West,,,Maxville,K0C1T0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756812
-79.419178095034042,43.648800282629963,127909846,2211,Long-Term Care Home,NH for-profit,Maynard Nursing Home,,,,28 Halton Street,,,Toronto,M6J1R3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756813
-79.562006737136585,43.610031869181448,127909847,7086,Long-Term Care Home,NH for-profit,McCall Centre Long Term Care Interim Unit,,,,140 Sherway Drive,,,Toronto,M9C1A4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756814
-81.354180545774014,42.968831771078747,127909848,2965,Long-Term Care Home,NH non-profit,McCormick Home,,,,2022 Kains Road,,,London,N6K0A8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756815
-81.296140032555925,43.023829583590206,127909849,2964,Long-Term Care Home,NH for-profit,McGarrell Place,,,,355 McGarrell Drive,,,London,N6G0B1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756816
-81.202047996169753,42.946670074522658,127909850,2643,Long-Term Care Home,NH for-profit,Meadow Park (London),,,,1210 Southdale Road East,,,London,N6E1B4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756817
-82.198849058316213,42.407043730383606,127909851,2685,Long-Term Care Home,NH for-profit,Meadow Park Nursing Home (Chatham),,,,110 Sandys Street,,,Chatham-Kent,N7L4X3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756818
-80.600542061100228,44.611685092038776,127909852,2612,Long-Term Care Home,NH for-profit,Meaford Long Term Care - a peopleCare Community,,,,135 William Street,,,Meaford,N4L1T4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756819
-79.233537896129761,43.188848709814003,127909853,3016,Long-Term Care Home,CHFA,Mennonite Brethren Senior Citizens Home,,,,1 Tabor Drive,,,St. Catharines,L2N1V9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756820
-81.42513796389207,42.923528959641509,127909854,1030,Long-Term Care Home,NH for-profit,Middlesex Terrace,,,,2094 Gideon Drive,R.R. 1,,Delaware,N0L1E0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756821
-79.247493045473973,43.708350001034383,127909855,2789,Long-Term Care Home,NH for-profit,Midland Gardens Care Community,,,,130 Midland Avenue,,,Toronto,M1N4E6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756822
-79.656096135830055,44.368984396555177,127909856,2981,Long-Term Care Home,NH for-profit,Mill Creek Care Centre,,,,286 Hurst Drive,,,Barrie,L4N0Z3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756823
-79.11733984967556,43.076338495007064,127909857,2948,Long-Term Care Home,NH for-profit,Millennium Trail Manor,,,,6861 Oakwood Drive,,,Niagara Falls,L2E6S5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756824
-77.130170748400943,45.826838660937234,127909858,M621,Long-Term Care Home,MHFA,Miramichi Lodge,,,,725 Pembroke Street West,,,Pembroke,K8A8S6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756825
-79.590939841032011,43.549695257229757,127909859,1078,Long-Term Care Home,NH for-profit,Mississauga Long Term Care Facility,,,,26 Peter Street North,,,Mississauga,L5H2G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756826
-81.201886944012486,43.473956867038645,127909860,2689,Long-Term Care Home,NH non-profit,Mitchell Nursing Home,,,,184 Napier Street South,"Unit 1, S",,Mitchell,N0K1N0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756827
-77.319151989846759,44.471106921286591,127909861,2977,Long-Term Care Home,NH for-profit,Moira Place Long-Term Care Home,,,,415 River Street West,Postal Office Box 200,,Tweed,K0K3J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756828
-79.393144387299927,43.655266384973046,127909862,3002,Long-Term Care Home,CHFA,Mon Sheong Home for the Aged,,,,36 D'Arcy Street,,,Toronto,M5T1J7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756829
-79.44319852510597,43.901336125695664,127909863,2897,Long-Term Care Home,NH non-profit,Mon Sheong Richmond Hill Long Term Care Centre,,,,11199 Yonge Street,,,Richmond Hill,L4S1L2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756830
-79.299987571480983,43.813087516956493,127909864,2944,Long-Term Care Home,NH non-profit,Mon Sheong Scarborough Long Term Care Centre,,,,2030 McNicoll Avenue,,,Toronto,M1V5P4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756831
-75.640593321476572,45.44672026159806,127909865,2886,Long-Term Care Home,NH for-profit,Montfort,,,,705 Montreal Road,,,Ottawa,K1K0M9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756832
-80.12767400176439,43.440040712778043,127909866,2727,Long-Term Care Home,NH for-profit,Morriston Park Nursing Home,,,,7363 Calfass Road,R.R. 2,,Puslinch,N0B2J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756833
-81.256191117790024,42.998746481102373,127909867,C596,Long-Term Care Home,CHFA,Mount Hope Centre for Long Term Care,,,,21 Grosvenor Street,Postal Office Box 5777,,London,N6A1Y6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756834
-79.875566418520606,43.402563918038148,127909868,2577,Long-Term Care Home,NH non-profit,Mount Nemo Christian Nursing Home,,,,4486 Guelph Line,,,Burlington,L7P0N2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756835
-79.202211180944417,45.336234582301906,127909869,2840,Long-Term Care Home,NH for-profit,Muskoka Landing,,,,65 Rogers Cove Drive,,,Huntsville,P1H2L9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756836
-79.367290394005934,44.91429560334192,127909870,2819,Long-Term Care Home,NH for-profit,Muskoka Shores Care Community,,,,200 Kelly Drive,,,Gravenhurst,P1P1P3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756837
-79.248561183232667,42.979873271801779,127909871,2607,Long-Term Care Home,NH non-profit,"Niagara Health System, Welland Hospital Site, Extended Care Unit",,,,65 Third Street,,,Welland,L3B4W6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756838
-79.225285294477047,43.200263012222756,127909872,2994,Long-Term Care Home,CHFA,Niagara Ina Grafton Gage Village,,,,413 Linwell Road,,,St. Catharines,L2M7Y2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756839
-88.275905355903276,49.015575510720147,127909873,2793,Long-Term Care Home,NH non-profit,Nipigon District Memorial Hospital,,,,125 Hogan Road,Postal Office Box 37,,Nipigon,P0T2J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756840
-79.336812015741074,46.248345926234812,127909874,920,Long-Term Care Home,NH for-profit,Nipissing Manor Nursing Care Center,,,,1202 Highway 94,,,Corbeil,P0H1K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756841
-79.345578574320839,43.680244291563106,127909875,3003,Long-Term Care Home,CHFA,Nisbet Lodge,,,,740 Pape Avenue,,,Toronto,M4K3S7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756842
-80.701494077832521,43.380497774982544,127909876,3004,Long-Term Care Home,CHFA,Nithview Home,,,,200 Boullee Street,,,New Hamburg,N3A2K4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756843
-79.526183438714327,43.75677899657412,127909877,2918,Long-Term Care Home,NH for-profit,Norfinch Care Community,,,,22 Norfinch Drive,,,Toronto,M3N1X1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756844
-82.431744019205752,49.42401904306292,127909878,3027,Long-Term Care Home,CHFA,North Centennial Manor,,,,2 Kimberly Drive,,,Kapuskasing,P5N1L5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756845
-81.994240957027301,43.093239161531827,127909879,M559,Long-Term Care Home,MHFA,North Lambton Lodge,,,,39 Morris Street,R.R. 6,,Lambton Shores,N0N1J0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756846
-79.482143121172697,43.717409391736282,127909880,909,Long-Term Care Home,NH for-profit,North Park Nursing Home,,,,450 Rustic Road,,,Toronto,M6L1W9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756847
-77.488462792707679,46.102826990527468,127909881,3036,Long-Term Care Home,CHFA,North Renfrew Long-Term Care Services,,,,47 Ridge Road,Postal Office Box 1988,,Deep River,K0J1P0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756848
-82.924063170062169,46.187362628122841,127909882,2795,Long-Term Care Home,NH non-profit,North Shore Health Network - Eldcap Unit,,,,525 Causley Street,Postal Office Box 970,,Blind River,P0R1B0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756849
-82.924063170062169,46.187362628122841,127909883,2865,Long-Term Care Home,NH non-profit,North Shore Health Network - LTC Unit,,,,525 Causley Street,Postal Office Box 970,,Blind River,P0R1B0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756850
-79.257777677725784,42.879277253339431,127909884,M610,Long-Term Care Home,MHFA,Northland Pointe,,,,2 Fielden Avenue,,,Port Colborne,L3K6G4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756851
-79.714264674964468,43.489594840906761,127909885,2862,Long-Term Care Home,NH for-profit,Northridge,,,,496 Postridge Drive,,,Oakville,L6H7A2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756852
-79.865025461077522,47.820135548135859,127910573,2585,Long-Term Care Home,NH for-profit,Northview Nursing Home,,,,77 River Road,Postal Office Box 1139,,Englehart,P0J1H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756853
-93.822434944438271,51.013261741161557,127910574,M607,Long-Term Care Home,MHFA,Northwood Lodge,,,,51 Highway 105,Postal Office Box 420,,Red Lake,P0V2M0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756854
-80.333037513764765,42.837275396373251,127910575,M624,Long-Term Care Home,MHFA,Norview Lodge,,,,44 Rob Blake Way,,,Simcoe,N3Y0E3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,756855
